,Date/Time,Temp(F),Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
1293,2012-02-23 21:00:00,58.5,0.5,-5.2,66,13,25.0,100.23,Clear
1294,2012-02-23 22:00:00,57.24,-0.2,-5.4,68,9,25.0,100.28,Clear
1295,2012-02-23 23:00:00,55.800000000000004,-1.0,-5.2,73,7,25.0,100.31,Clear
1296,2012-02-24 00:00:00,55.980000000000004,-0.9,-5.1,73,6,25.0,100.34,Clear
1297,2012-02-24 01:00:00,54.54,-1.7,-5.1,78,4,25.0,100.29,Clear
1298,2012-02-24 02:00:00,54.36,-1.8,-5.4,76,0,25.0,100.2,Clear
1299,2012-02-24 03:00:00,50.76,-3.8,-6.1,84,0,25.0,100.29,Mainly Clear
1300,2012-02-24 04:00:00,52.56,-2.8,-5.0,85,0,25.0,100.31,Cloudy
1301,2012-02-24 05:00:00,52.019999999999996,-3.1,-5.1,86,0,25.0,100.29,Cloudy
1302,2012-02-24 06:00:00,52.2,-3.0,-5.1,85,6,25.0,100.26,Cloudy
1303,2012-02-24 07:00:00,55.26,-1.3,-3.8,83,11,24.1,100.21,Cloudy
1304,2012-02-24 08:00:00,56.34,-0.7,-3.6,81,9,24.1,100.21,Cloudy
1305,2012-02-24 09:00:00,58.13999999999999,0.3,-3.3,77,7,19.3,100.27,Cloudy
1306,2012-02-24 10:00:00,58.86000000000001,0.7,-3.0,76,9,19.3,100.25,Cloudy
1307,2012-02-24 11:00:00,59.22,0.9,-3.2,74,15,19.3,100.13,Cloudy
1308,2012-02-24 12:00:00,59.580000000000005,1.1,-3.3,72,20,19.3,99.91,Cloudy
1309,2012-02-24 13:00:00,59.4,1.0,-3.5,72,20,19.3,99.75,Cloudy
1310,2012-02-24 14:00:00,59.580000000000005,1.1,-3.3,72,20,16.1,99.64,Snow
1311,2012-02-24 15:00:00,59.4,1.0,-2.6,77,19,6.4,99.53,"Snow,Fog"
1312,2012-02-24 16:00:00,57.42,-0.1,-1.6,90,22,1.2,99.38,"Snow,Fog"
1313,2012-02-24 17:00:00,57.42,-0.1,-1.5,90,26,1.0,99.16,Snow
1314,2012-02-24 18:00:00,57.6,0.0,-1.4,90,24,1.0,99.07,Snow
1315,2012-02-24 19:00:00,57.6,0.0,-1.3,91,22,1.2,98.88,Snow
1316,2012-02-24 20:00:00,57.6,0.0,-1.2,92,15,2.0,98.81,Snow
1317,2012-02-24 21:00:00,58.13999999999999,0.3,-1.1,90,17,2.4,98.69,Snow
1318,2012-02-24 22:00:00,58.68000000000001,0.6,-0.8,90,19,16.1,98.55,Rain
1319,2012-02-24 23:00:00,59.04,0.8,-0.5,91,17,19.3,98.39,Cloudy
1320,2012-02-25 00:00:00,59.4,1.0,-0.6,89,11,12.9,98.29,Rain
1321,2012-02-25 01:00:00,59.04,0.8,-0.7,90,15,8.0,98.18,"Rain,Snow"
1322,2012-02-25 02:00:00,58.32,0.4,-0.9,91,11,6.4,98.06,Snow
1323,2012-02-25 03:00:00,58.86000000000001,0.7,-0.8,90,19,4.0,98.0,Snow
1324,2012-02-25 04:00:00,58.32,0.4,-1.0,90,19,3.2,97.97,Snow
1325,2012-02-25 05:00:00,58.68000000000001,0.6,-1.1,88,22,12.9,97.99,Snow
1326,2012-02-25 06:00:00,57.6,0.0,-1.6,89,33,2.8,98.03,Snow
1327,2012-02-25 07:00:00,55.080000000000005,-1.4,-2.9,89,33,1.2,98.11,"Snow,Blowing Snow"
1328,2012-02-25 08:00:00,54.36,-1.8,-3.2,90,32,1.2,98.2,"Snow,Blowing Snow"
1329,2012-02-25 09:00:00,55.080000000000005,-1.4,-2.9,89,33,1.2,98.33,"Snow,Blowing Snow"
1330,2012-02-25 10:00:00,54.54,-1.7,-3.3,89,32,1.6,98.45,Snow
1331,2012-02-25 11:00:00,53.82,-2.1,-3.5,90,33,2.0,98.6,Snow
1332,2012-02-25 12:00:00,53.1,-2.5,-4.2,88,33,3.2,98.75,Snow
1333,2012-02-25 13:00:00,52.74,-2.7,-5.0,84,32,2.0,98.89,Snow
1334,2012-02-25 14:00:00,51.84,-3.2,-6.3,79,35,3.2,99.05,Snow
1335,2012-02-25 15:00:00,51.66,-3.3,-7.5,73,33,19.3,99.22,Snow
1336,2012-02-25 16:00:00,51.12,-3.6,-7.4,75,24,9.7,99.39,Snow
1337,2012-02-25 17:00:00,51.84,-3.2,-8.4,67,24,25.0,99.59,Cloudy
1338,2012-02-25 18:00:00,51.12,-3.6,-9.0,66,30,25.0,99.8,Cloudy
1339,2012-02-25 19:00:00,49.14,-4.7,-10.5,64,35,25.0,100.04,Cloudy
1340,2012-02-25 20:00:00,48.06,-5.3,-11.2,63,26,25.0,100.24,Cloudy
1341,2012-02-25 21:00:00,47.519999999999996,-5.6,-11.1,65,32,25.0,100.42,Mostly Cloudy
1342,2012-02-25 22:00:00,45.72,-6.6,-12.8,61,28,25.0,100.62,Cloudy
1343,2012-02-25 23:00:00,43.92,-7.6,-13.8,61,26,25.0,100.76,Cloudy
1344,2012-02-26 00:00:00,42.66,-8.3,-14.3,62,19,25.0,100.89,Mostly Cloudy
1345,2012-02-26 01:00:00,41.4,-9.0,-14.5,64,20,25.0,101.09,Mainly Clear
1346,2012-02-26 02:00:00,41.04,-9.2,-14.6,65,22,25.0,101.26,Clear
1347,2012-02-26 03:00:00,39.78,-9.9,-15.1,66,28,25.0,101.42,Mainly Clear
1348,2012-02-26 04:00:00,38.16,-10.8,-15.3,69,30,25.0,101.6,Mostly Cloudy
1349,2012-02-26 05:00:00,36.72,-11.6,-15.9,70,20,25.0,101.77,Clear
1350,2012-02-26 06:00:00,37.26,-11.3,-16.8,64,22,25.0,101.92,Clear
1351,2012-02-26 07:00:00,35.82,-12.1,-17.8,62,22,48.3,102.07,Clear
1352,2012-02-26 08:00:00,35.82,-12.1,-18.0,61,26,48.3,102.23,Mainly Clear
1353,2012-02-26 09:00:00,36.72,-11.6,-18.6,56,32,48.3,102.32,Mainly Clear
1354,2012-02-26 10:00:00,37.440000000000005,-11.2,-20.3,47,22,48.3,102.35,Clear
1355,2012-02-26 11:00:00,39.42,-10.1,-20.1,44,26,48.3,102.39,Clear
1356,2012-02-26 12:00:00,40.86,-9.3,-18.6,47,28,48.3,102.42,Clear
1357,2012-02-26 13:00:00,42.66,-8.3,-17.4,48,26,48.3,102.41,Mainly Clear
1358,2012-02-26 14:00:00,43.92,-7.6,-17.2,46,28,48.3,102.42,Mainly Clear
1359,2012-02-26 15:00:00,44.82,-7.1,-16.3,48,26,48.3,102.49,Mainly Clear
1360,2012-02-26 16:00:00,45.36,-6.8,-16.4,46,24,48.3,102.52,Mainly Clear
1361,2012-02-26 17:00:00,43.92,-7.6,-17.1,46,24,48.3,102.55,Mostly Cloudy
1362,2012-02-26 18:00:00,43.38,-7.9,-16.7,49,19,25.0,102.6,Cloudy
1363,2012-02-26 19:00:00,43.56,-7.8,-16.8,48,13,25.0,102.63,Cloudy
1364,2012-02-26 20:00:00,43.38,-7.9,-16.4,50,11,25.0,102.64,Cloudy
1365,2012-02-26 21:00:00,42.300000000000004,-8.5,-16.6,52,9,25.0,102.72,Cloudy
1366,2012-02-26 22:00:00,42.12,-8.6,-16.5,53,0,25.0,102.68,Mostly Cloudy
1367,2012-02-26 23:00:00,40.5,-9.5,-16.2,58,0,25.0,102.64,Cloudy
1368,2012-02-27 00:00:00,42.84,-8.2,-16.2,52,7,25.0,102.63,Cloudy
1369,2012-02-27 01:00:00,42.12,-8.6,-15.5,57,4,25.0,102.61,Cloudy
1370,2012-02-27 02:00:00,42.300000000000004,-8.5,-14.2,63,13,25.0,102.6,Cloudy
1371,2012-02-27 03:00:00,42.66,-8.3,-13.7,65,9,25.0,102.59,Cloudy
1372,2012-02-27 04:00:00,42.84,-8.2,-14.4,61,9,25.0,102.58,Cloudy
1373,2012-02-27 05:00:00,42.480000000000004,-8.4,-15.1,58,13,25.0,102.54,Mostly Cloudy
1374,2012-02-27 06:00:00,41.4,-9.0,-15.2,61,17,25.0,102.42,Mostly Cloudy
1375,2012-02-27 07:00:00,40.68000000000001,-9.4,-14.6,66,20,48.3,102.31,Cloudy
1376,2012-02-27 08:00:00,39.96,-9.8,-14.8,67,19,48.3,102.25,Cloudy
1377,2012-02-27 09:00:00,40.68000000000001,-9.4,-14.9,64,22,48.3,102.1,Cloudy
1378,2012-02-27 10:00:00,41.940000000000005,-8.7,-14.6,62,22,24.1,101.94,Cloudy
1379,2012-02-27 11:00:00,41.940000000000005,-8.7,-14.2,64,28,48.3,101.74,Mostly Cloudy
1380,2012-02-27 12:00:00,46.26,-6.3,-12.8,60,15,48.3,101.59,Mostly Cloudy
1381,2012-02-27 13:00:00,48.78,-4.9,-11.6,59,19,48.3,101.41,Cloudy
1382,2012-02-27 14:00:00,47.7,-5.5,-11.5,63,22,24.1,101.34,Cloudy
1383,2012-02-27 15:00:00,48.42,-5.1,-9.4,72,20,1.6,101.19,Snow
1384,2012-02-27 16:00:00,48.78,-4.9,-7.9,79,19,19.3,101.13,Snow
1385,2012-02-27 17:00:00,48.24,-5.2,-7.9,81,20,24.1,101.01,Cloudy
1386,2012-02-27 18:00:00,46.26,-6.3,-8.9,82,24,25.0,101.1,Cloudy
1387,2012-02-27 19:00:00,44.82,-7.1,-9.6,82,22,2.0,101.14,Snow
1388,2012-02-27 20:00:00,44.64,-7.2,-9.6,83,9,25.0,101.25,Snow
1389,2012-02-27 21:00:00,44.46,-7.3,-9.7,83,4,25.0,101.29,Snow
1390,2012-02-27 22:00:00,44.82,-7.1,-9.6,82,0,8.0,101.33,Snow
1391,2012-02-27 23:00:00,45.36,-6.8,-9.1,84,4,6.4,101.38,Snow
1392,2012-02-28 00:00:00,45.54,-6.7,-9.0,84,0,6.4,101.4,Snow
1393,2012-02-28 01:00:00,45.9,-6.5,-8.7,84,0,8.0,101.48,Snow
1394,2012-02-28 02:00:00,45.72,-6.6,-8.9,84,0,9.7,101.55,Snow
1395,2012-02-28 03:00:00,46.980000000000004,-5.9,-8.3,83,9,12.9,101.66,Cloudy
1396,2012-02-28 04:00:00,47.7,-5.5,-8.3,81,15,16.1,101.82,Cloudy
1397,2012-02-28 05:00:00,47.88,-5.4,-9.7,72,20,12.9,101.98,Snow
1398,2012-02-28 06:00:00,45.18000000000001,-6.9,-10.3,77,22,8.0,102.19,Snow
1399,2012-02-28 07:00:00,43.019999999999996,-8.1,-13.4,66,19,24.1,102.35,Mainly Clear
1400,2012-02-28 08:00:00,42.480000000000004,-8.4,-13.7,66,19,24.1,102.5,Mainly Clear
1401,2012-02-28 09:00:00,42.66,-8.3,-13.8,64,20,48.3,102.63,Clear
1402,2012-02-28 10:00:00,44.1,-7.5,-13.6,62,13,24.1,102.65,Clear
1403,2012-02-28 11:00:00,45.9,-6.5,-13.1,59,9,48.3,102.69,Clear
1404,2012-02-28 12:00:00,47.16,-5.8,-13.3,55,11,48.3,102.65,Mainly Clear
1405,2012-02-28 13:00:00,47.7,-5.5,-12.3,59,17,48.3,102.62,Mainly Clear
1406,2012-02-28 14:00:00,48.96,-4.8,-12.1,57,15,48.3,102.58,Mostly Cloudy
1407,2012-02-28 15:00:00,50.04,-4.2,-11.8,55,19,48.3,102.58,Mostly Cloudy
1408,2012-02-28 16:00:00,49.86,-4.3,-12.4,53,17,48.3,102.54,Mostly Cloudy
1409,2012-02-28 17:00:00,49.68000000000001,-4.4,-12.6,53,15,48.3,102.53,Mainly Clear
1410,2012-02-28 18:00:00,48.06,-5.3,-12.5,57,17,24.1,102.56,Clear
1411,2012-02-28 19:00:00,46.980000000000004,-5.9,-12.9,58,7,25.0,102.58,Clear
1412,2012-02-28 20:00:00,45.36,-6.8,-13.4,59,11,25.0,102.56,Clear
1413,2012-02-28 21:00:00,41.940000000000005,-8.7,-14.6,62,11,25.0,102.53,Clear
1414,2012-02-28 22:00:00,42.66,-8.3,-14.0,63,0,25.0,102.52,Clear
1415,2012-02-28 23:00:00,39.6,-10.0,-15.3,65,9,25.0,102.52,Clear
1416,2012-02-29 00:00:00,42.84,-8.2,-13.8,64,9,25.0,102.51,Clear
1417,2012-02-29 01:00:00,40.5,-9.5,-14.8,65,4,25.0,102.47,Clear
1418,2012-02-29 02:00:00,40.14,-9.7,-13.9,71,4,25.0,102.46,Mainly Clear
1419,2012-02-29 03:00:00,36.9,-11.5,-14.7,77,0,25.0,102.45,Clear
1420,2012-02-29 04:00:00,39.06,-10.3,-14.2,73,7,25.0,102.41,Mainly Clear
1421,2012-02-29 05:00:00,34.019999999999996,-13.1,-16.0,79,0,25.0,102.4,Clear
1422,2012-02-29 06:00:00,35.64,-12.2,-15.2,78,0,25.0,102.41,Clear
1423,2012-02-29 07:00:00,36.54,-11.7,-14.6,79,9,24.1,102.4,Mainly Clear
1424,2012-02-29 08:00:00,38.519999999999996,-10.6,-13.7,78,11,24.1,102.44,Cloudy
1425,2012-02-29 09:00:00,42.300000000000004,-8.5,-12.3,74,11,24.1,102.36,Mostly Cloudy
1426,2012-02-29 10:00:00,45.72,-6.6,-11.6,68,17,24.1,102.3,Mostly Cloudy
1427,2012-02-29 11:00:00,49.14,-4.7,-12.5,54,15,24.1,102.24,Mostly Cloudy
1428,2012-02-29 12:00:00,50.580000000000005,-3.9,-12.2,52,17,24.1,102.08,Mostly Cloudy
1429,2012-02-29 13:00:00,52.38,-2.9,-10.8,54,11,24.1,101.99,Mostly Cloudy
1430,2012-02-29 14:00:00,52.38,-2.9,-11.7,51,13,24.1,101.89,Mostly Cloudy
1431,2012-02-29 15:00:00,52.019999999999996,-3.1,-11.5,52,20,24.1,101.81,Cloudy
1432,2012-02-29 16:00:00,51.12,-3.6,-11.2,56,26,24.1,101.72,Cloudy
1433,2012-02-29 17:00:00,50.22,-4.1,-12.0,54,28,24.1,101.6,Cloudy
1434,2012-02-29 18:00:00,49.14,-4.7,-12.8,53,28,24.1,101.54,Cloudy
1435,2012-02-29 19:00:00,49.32,-4.6,-13.2,51,30,25.0,101.46,Mostly Cloudy
1436,2012-02-29 20:00:00,49.5,-4.5,-13.0,51,30,25.0,101.42,Cloudy
1437,2012-02-29 21:00:00,49.32,-4.6,-12.7,53,26,25.0,101.23,Cloudy
1438,2012-02-29 22:00:00,49.5,-4.5,-12.3,54,30,25.0,101.14,Snow
1439,2012-02-29 23:00:00,48.42,-5.1,-11.2,62,30,8.0,101.01,Snow
1440,2012-03-01 00:00:00,47.7,-5.5,-9.7,72,24,4.0,100.97,Snow
1441,2012-03-01 01:00:00,47.34,-5.7,-8.7,79,26,2.4,100.87,Snow
1442,2012-03-01 02:00:00,47.88,-5.4,-8.3,80,28,4.8,100.8,Snow
1443,2012-03-01 03:00:00,49.14,-4.7,-7.7,79,28,4.0,100.69,Snow
1444,2012-03-01 04:00:00,47.88,-5.4,-7.8,83,35,1.6,100.62,Snow
1445,2012-03-01 05:00:00,48.06,-5.3,-7.9,82,33,2.4,100.58,Snow
1446,2012-03-01 06:00:00,48.24,-5.2,-7.8,82,33,4.0,100.57,Snow
1447,2012-03-01 07:00:00,48.78,-4.9,-7.4,83,30,1.6,100.59,Snow
1448,2012-03-01 08:00:00,48.6,-5.0,-7.5,83,32,1.2,100.59,Snow
1449,2012-03-01 09:00:00,48.78,-4.9,-7.5,82,32,1.6,100.6,Snow
1450,2012-03-01 10:00:00,49.14,-4.7,-7.3,82,32,1.2,100.62,Snow
1451,2012-03-01 11:00:00,49.68000000000001,-4.4,-6.8,83,28,1.0,100.66,Snow
1452,2012-03-01 12:00:00,49.86,-4.3,-6.8,83,30,1.2,100.66,Snow
1453,2012-03-01 13:00:00,49.86,-4.3,-6.9,82,28,1.2,100.65,Snow
1454,2012-03-01 14:00:00,50.580000000000005,-3.9,-6.6,81,28,1.2,100.67,Snow
1455,2012-03-01 15:00:00,51.66,-3.3,-6.2,80,24,1.6,100.71,Snow
1456,2012-03-01 16:00:00,52.74,-2.7,-5.7,80,19,2.4,100.74,Snow
1457,2012-03-01 17:00:00,52.38,-2.9,-5.9,80,20,4.0,100.8,Snow
1458,2012-03-01 18:00:00,52.2,-3.0,-6.0,80,19,4.0,100.87,Snow
1459,2012-03-01 19:00:00,51.12,-3.6,-6.4,81,17,3.2,100.93,Snow
1460,2012-03-01 20:00:00,50.940000000000005,-3.7,-6.4,81,20,4.8,100.95,Snow
1461,2012-03-01 21:00:00,50.580000000000005,-3.9,-6.7,81,22,6.4,100.98,Snow
1462,2012-03-01 22:00:00,49.86,-4.3,-6.9,82,22,2.4,101.0,Snow
1463,2012-03-01 23:00:00,49.86,-4.3,-7.1,81,22,4.8,101.04,Snow
1464,2012-03-02 00:00:00,48.96,-4.8,-7.3,83,22,3.2,101.04,Snow
1465,2012-03-02 01:00:00,48.06,-5.3,-7.9,82,20,4.8,101.09,Snow
1466,2012-03-02 02:00:00,48.24,-5.2,-7.8,82,19,6.4,101.11,Snow
1467,2012-03-02 03:00:00,47.7,-5.5,-7.9,83,19,4.8,101.15,Snow
1468,2012-03-02 04:00:00,47.519999999999996,-5.6,-8.2,82,24,6.4,101.15,Snow
1469,2012-03-02 05:00:00,47.7,-5.5,-8.3,81,19,12.9,101.15,Snow
1470,2012-03-02 06:00:00,47.519999999999996,-5.6,-8.6,79,19,16.1,101.14,Snow
1471,2012-03-02 07:00:00,47.34,-5.7,-8.7,79,22,24.1,101.17,Cloudy
1472,2012-03-02 08:00:00,47.34,-5.7,-8.8,79,17,24.1,101.2,Snow
1473,2012-03-02 09:00:00,46.62,-6.1,-8.4,84,13,2.0,101.19,Snow
1474,2012-03-02 10:00:00,46.980000000000004,-5.9,-8.3,83,15,4.0,101.22,Snow
1475,2012-03-02 11:00:00,47.7,-5.5,-7.5,86,15,2.8,101.21,Snow
1476,2012-03-02 12:00:00,48.24,-5.2,-7.1,86,13,2.4,101.18,"Freezing Drizzle,Snow"
1477,2012-03-02 13:00:00,49.32,-4.6,-6.5,87,13,4.8,101.09,Snow
1478,2012-03-02 14:00:00,50.22,-4.1,-6.1,86,15,8.0,101.03,Fog
1479,2012-03-02 15:00:00,51.66,-3.3,-5.7,83,15,11.3,100.98,Cloudy
1480,2012-03-02 16:00:00,52.38,-2.9,-5.3,83,15,11.3,100.93,Cloudy
1481,2012-03-02 17:00:00,52.74,-2.7,-5.1,84,15,12.9,100.89,Cloudy
1482,2012-03-02 18:00:00,53.28,-2.4,-4.8,84,20,12.9,100.81,Cloudy
1483,2012-03-02 19:00:00,54.36,-1.8,-4.2,84,17,16.1,100.75,Cloudy
1484,2012-03-02 20:00:00,53.46,-2.3,-4.7,84,15,16.1,100.74,Cloudy
1485,2012-03-02 21:00:00,55.080000000000005,-1.4,-4.0,82,15,19.3,100.62,Cloudy
1486,2012-03-02 22:00:00,57.96000000000001,0.2,-4.2,72,13,25.0,100.49,Cloudy
1487,2012-03-02 23:00:00,58.5,0.5,-3.6,74,17,25.0,100.29,Cloudy
1488,2012-03-03 00:00:00,59.4,1.0,-3.2,73,22,25.0,100.12,Cloudy
1489,2012-03-03 01:00:00,59.760000000000005,1.2,-2.8,75,19,25.0,99.96,Snow
1490,2012-03-03 02:00:00,56.519999999999996,-0.6,-2.9,84,19,2.4,99.75,Snow
1491,2012-03-03 03:00:00,57.06,-0.3,-2.4,86,22,2.8,99.55,Snow
1492,2012-03-03 04:00:00,58.13999999999999,0.3,-1.7,86,24,11.3,99.4,"Snow,Ice Pellets"
1493,2012-03-03 05:00:00,59.04,0.8,-1.5,85,41,19.3,99.18,Cloudy
1494,2012-03-03 06:00:00,60.300000000000004,1.5,-1.6,80,43,25.0,99.02,Mainly Clear
1495,2012-03-03 07:00:00,61.2,2.0,-1.6,77,41,24.1,98.89,Mostly Cloudy
1496,2012-03-03 08:00:00,62.46000000000001,2.7,-1.5,74,32,24.1,98.79,Mostly Cloudy
1497,2012-03-03 09:00:00,63.0,3.0,-1.0,75,37,24.1,98.7,Cloudy
1498,2012-03-03 10:00:00,64.26,3.7,0.4,79,15,24.1,98.86,Cloudy
1499,2012-03-03 11:00:00,64.8,4.0,-0.7,71,32,24.1,98.82,Rain Showers
1500,2012-03-03 12:00:00,66.96000000000001,5.2,-3.0,55,37,48.3,98.82,Mostly Cloudy
1501,2012-03-03 13:00:00,68.03999999999999,5.8,-4.0,49,50,48.3,98.73,Mostly Cloudy
1502,2012-03-03 14:00:00,69.3,6.5,-5.5,42,48,48.3,98.68,Mostly Cloudy
1503,2012-03-03 15:00:00,67.14,5.3,-5.6,45,57,24.1,98.67,Mostly Cloudy
1504,2012-03-03 16:00:00,66.60000000000001,5.0,-5.0,48,63,48.3,98.67,Mainly Clear
1505,2012-03-03 17:00:00,65.34,4.3,-4.9,51,57,48.3,98.71,Mainly Clear
1506,2012-03-03 18:00:00,64.26,3.7,-4.3,56,48,25.0,98.82,Mostly Cloudy
1507,2012-03-03 19:00:00,63.72,3.4,-4.0,58,44,25.0,98.92,Mainly Clear
1508,2012-03-03 20:00:00,63.36000000000001,3.2,-3.9,60,50,25.0,98.96,Mainly Clear
1509,2012-03-03 21:00:00,62.82,2.9,-3.6,62,46,25.0,98.98,Snow
1510,2012-03-03 22:00:00,62.63999999999999,2.8,-3.4,64,57,25.0,99.07,Snow
1511,2012-03-03 23:00:00,61.739999999999995,2.3,-3.1,67,33,25.0,99.18,Snow
1512,2012-03-04 00:00:00,58.5,0.5,-4.8,68,32,25.0,99.34,Mostly Cloudy
1513,2012-03-04 01:00:00,56.16,-0.8,-6.0,68,24,25.0,99.46,Mostly Cloudy
1514,2012-03-04 02:00:00,54.36,-1.8,-7.8,64,26,25.0,99.56,Mostly Cloudy
1515,2012-03-04 03:00:00,53.82,-2.1,-8.2,63,19,25.0,99.63,Mostly Cloudy
1516,2012-03-04 04:00:00,52.38,-2.9,-9.0,63,20,25.0,99.7,Mostly Cloudy
1517,2012-03-04 05:00:00,49.86,-4.3,-10.5,62,19,25.0,99.77,Cloudy
1518,2012-03-04 06:00:00,48.96,-4.8,-11.6,59,17,25.0,99.84,Mostly Cloudy
1519,2012-03-04 07:00:00,47.34,-5.7,-12.6,58,22,24.1,99.88,Mostly Cloudy
1520,2012-03-04 08:00:00,46.980000000000004,-5.9,-13.8,54,13,24.1,99.97,Mostly Cloudy
1521,2012-03-04 09:00:00,46.26,-6.3,-13.5,57,15,24.1,99.95,Cloudy
1522,2012-03-04 10:00:00,46.26,-6.3,-13.5,57,17,24.1,99.95,Cloudy
1523,2012-03-04 11:00:00,45.9,-6.5,-14.0,55,17,24.1,99.96,Cloudy
1524,2012-03-04 12:00:00,47.16,-5.8,-12.9,57,19,48.3,99.95,Mostly Cloudy
1525,2012-03-04 13:00:00,47.7,-5.5,-12.8,56,19,48.3,99.88,Mainly Clear
1526,2012-03-04 14:00:00,47.34,-5.7,-13.4,55,19,48.3,99.9,Mostly Cloudy
1527,2012-03-04 15:00:00,47.519999999999996,-5.6,-13.5,54,22,48.3,99.9,Mostly Cloudy
1528,2012-03-04 16:00:00,47.7,-5.5,-13.3,54,20,48.3,99.93,Mainly Clear
1529,2012-03-04 17:00:00,45.18000000000001,-6.9,-14.6,54,22,48.3,99.94,Mainly Clear
1530,2012-03-04 18:00:00,43.38,-7.9,-15.7,53,28,25.0,100.04,Mainly Clear
1531,2012-03-04 19:00:00,43.38,-7.9,-15.5,54,22,25.0,100.09,Mostly Cloudy
1532,2012-03-04 20:00:00,42.300000000000004,-8.5,-14.6,61,24,25.0,100.13,Cloudy
1533,2012-03-04 21:00:00,41.4,-9.0,-13.7,69,15,25.0,100.18,Snow Showers
1534,2012-03-04 22:00:00,39.42,-10.1,-15.5,65,17,25.0,100.21,Cloudy
1535,2012-03-04 23:00:00,37.62,-11.1,-16.3,65,24,25.0,100.23,Mostly Cloudy
1536,2012-03-05 00:00:00,35.28,-12.4,-17.4,66,19,25.0,100.26,Mainly Clear
1537,2012-03-05 01:00:00,33.12,-13.6,-18.5,66,24,25.0,100.33,Mainly Clear
1538,2012-03-05 02:00:00,31.5,-14.5,-22.3,52,24,25.0,100.39,Clear
1539,2012-03-05 03:00:00,30.6,-15.0,-21.5,58,22,25.0,100.47,Clear
1540,2012-03-05 04:00:00,29.7,-15.5,-21.9,58,26,25.0,100.55,Clear
1541,2012-03-05 05:00:00,28.980000000000004,-15.9,-22.1,59,20,25.0,100.69,Clear
1542,2012-03-05 06:00:00,28.44,-16.2,-22.6,58,26,24.1,100.77,Mostly Cloudy
1543,2012-03-05 07:00:00,28.44,-16.2,-22.3,59,22,24.1,100.88,Mostly Cloudy
1544,2012-03-05 08:00:00,29.340000000000003,-15.7,-22.5,56,24,24.1,101.0,Mostly Cloudy
1545,2012-03-05 09:00:00,30.419999999999998,-15.1,-22.1,55,24,24.1,101.11,Mostly Cloudy
1546,2012-03-05 10:00:00,31.680000000000003,-14.4,-21.5,55,26,24.1,101.21,Mostly Cloudy
1547,2012-03-05 11:00:00,33.480000000000004,-13.4,-20.7,54,26,48.3,101.31,Mostly Cloudy
1548,2012-03-05 12:00:00,35.64,-12.2,-19.9,53,6,48.3,101.39,Mostly Cloudy
1549,2012-03-05 13:00:00,37.26,-11.3,-19.5,51,24,48.3,101.46,Mostly Cloudy
1550,2012-03-05 14:00:00,38.16,-10.8,-19.8,47,28,48.3,101.55,Mostly Cloudy
1551,2012-03-05 15:00:00,39.6,-10.0,-18.6,49,30,48.3,101.64,Mostly Cloudy
1552,2012-03-05 16:00:00,39.78,-9.9,-18.9,48,26,48.3,101.73,Mostly Cloudy
1553,2012-03-05 17:00:00,40.5,-9.5,-18.8,47,24,48.3,101.82,Mainly Clear
1554,2012-03-05 18:00:00,39.96,-9.8,-19.0,47,22,25.0,101.9,Mainly Clear
1555,2012-03-05 19:00:00,39.42,-10.1,-19.1,48,20,25.0,102.01,Clear
1556,2012-03-05 20:00:00,38.7,-10.5,-19.2,49,17,25.0,102.11,Mainly Clear
1557,2012-03-05 21:00:00,37.800000000000004,-11.0,-19.6,49,17,25.0,102.23,Clear
1558,2012-03-05 22:00:00,36.72,-11.6,-20.2,49,15,25.0,102.29,Clear
1559,2012-03-05 23:00:00,34.92,-12.6,-20.3,53,11,25.0,102.34,Clear
1560,2012-03-06 00:00:00,33.480000000000004,-13.4,-20.5,55,11,25.0,102.41,Clear
1561,2012-03-06 01:00:00,33.480000000000004,-13.4,-20.3,56,11,25.0,102.5,Clear
1562,2012-03-06 02:00:00,32.940000000000005,-13.7,-20.7,55,4,25.0,102.55,Clear
1563,2012-03-06 03:00:00,30.96,-14.8,-21.1,59,9,25.0,102.61,Clear
1564,2012-03-06 04:00:00,31.5,-14.5,-21.1,57,9,25.0,102.7,Clear
1565,2012-03-06 05:00:00,31.319999999999997,-14.6,-21.0,58,13,25.0,102.85,Clear
1566,2012-03-06 06:00:00,30.06,-15.3,-21.3,60,11,24.1,102.9,Clear
1567,2012-03-06 07:00:00,30.96,-14.8,-20.7,61,11,48.3,103.0,Clear
1568,2012-03-06 08:00:00,34.2,-13.0,-19.4,59,0,48.3,103.06,Clear
1569,2012-03-06 09:00:00,37.26,-11.3,-19.1,52,6,48.3,103.1,Clear
1570,2012-03-06 10:00:00,39.6,-10.0,-16.8,57,9,48.3,103.12,Mainly Clear
1571,2012-03-06 11:00:00,41.4,-9.0,-17.8,49,15,48.3,103.12,Mainly Clear
1572,2012-03-06 12:00:00,43.56,-7.8,-15.3,55,13,48.3,103.09,Mainly Clear
1573,2012-03-06 13:00:00,45.54,-6.7,-16.0,48,9,48.3,103.01,Mainly Clear
1574,2012-03-06 14:00:00,47.16,-5.8,-15.8,45,9,48.3,102.98,Mainly Clear
1575,2012-03-06 15:00:00,48.06,-5.3,-15.7,44,6,48.3,102.96,Mainly Clear
